Date,original,log,norm_0_1,diff1,log_diff1
2010-02-05,49750740.5,17.722535905880214,0.24559650951943524,,
2010-02-12,48336677.63,17.693701201667885,0.2113838453784025,-1414062.8699999973,-0.028834704212329143
2010-02-19,48276993.78,17.692465685892092,0.20993981940330997,-59683.85000000149,-0.0012355157757930613
2010-02-26,43968571.13,17.5989856441541,0.1056993218771507,-4308422.6499999985,-0.0934800417379904
2010-03-05,46871470.3,17.662919739152976,0.17593376225849866,2902899.1699999943,0.06393409499887426
2010-03-12,45925396.51,17.642528822887744,0.15304389963880904,-946073.7899999991,-0.020390916265231596
2010-03-19,44988974.64,17.62192800971523,0.13038756121686346,-936421.8699999973,-0.020600813172514165
2010-03-26,44133961.05,17.602740135885234,0.10970086233572474,-855013.5900000036,-0.01918787382999554
2010-04-02,50423831.26,17.735974463747144,0.2618816610476078,6289870.210000001,0.13323432786190992
2010-04-09,47365290.44,17.673400249226948,0.18788153555368314,-3058540.8200000003,-0.06257421452019685
2010-04-16,45183667.08,17.626246231713004,0.13509806398292357,-2181623.3599999994,-0.0471540175139431
2010-04-23,44734452.56,17.616254513490944,0.12422950514718023,-449214.5199999958,-0.009991718222060797
2010-04-30,43705126.71,17.592975969203138,0.09932539349496405,-1029325.8500000015,-0.023278544287805403
2010-05-07,48503243.52,17.697141230372594,0.21541383794296376,4798116.810000002,0.1041652611694559
2010-05-14,45330080.2,17.629481392163207,0.1386404686430509,-3173163.3200000003,-0.06765983820938715
2010-05-21,45120108.06,17.62483856009802,0.1335602798783222,-209972.1400000006,-0.004642832065187008
2010-05-28,47757502.56,17.68164673422409,0.19737094498397423,2637394.5,0.05680817412606842
2010-06-04,50188543.12,17.731297333913542,0.25618896217192866,2431040.559999995,0.0496505996894534
2010-06-11,47826546.72,17.68309141401174,0.1990414397739122,-2361996.3999999985,-0.04820591990180034
2010-06-18,47622046.23,17.678806368070408,0.1940936353095699,-204500.4900000021,-0.0042850459413337205
2010-06-25,46609036.29,17.657304992099984,0.16958428032682593,-1013009.9399999976,-0.021501375970423453
2010-07-02,48917484.5,17.705645446774323,0.225436226496446,2308448.210000001,0.04834045467433867
2010-07-09,47899529.37,17.684616237071914,0.2008072246944741,-1017955.1300000027,-0.021029209702408735
2010-07-16,46243899.58,17.649440112250037,0.16074994920207764,-1655629.789999999,-0.03517612482187715
2010-07-23,44888849.11,17.619699972425447,0.1279650655821163,-1355050.4699999988,-0.029740139824589562
2010-07-30,44630363.42,17.613924979525468,0.12171111161383696,-258485.68999999762,-0.005774992899979736
2010-08-06,48204999.12,17.69097328982525,0.20819793849066848,3574635.6999999955,0.07704831029978365
2010-08-13,46464418.410000004,17.654197382162216,0.16608531075326805,-1740580.7099999934,-0.03677590766303496
2010-08-20,47060952.92,17.666954190102256,0.18051821559233328,596534.5099999979,0.01275680794003975
2010-08-27,45909740.44,17.6421878625392,0.15266510752422757,-1151212.4800000042,-0.02476632756305719
2010-09-03,47194257.61,17.669782782349422,0.18374346723011548,1284517.1700000018,0.027594919810223217
2010-09-10,45634397.839999996,17.636172328710746,0.14600330761605318,-1559859.7700000033,-0.03361045363867632
2010-09-17,43080726.51,17.57858627431639,0.08421828985381286,-2553671.329999998,-0.05758605439435627
2010-09-24,41358514.41,17.53778886899905,0.04255008301027785,-1722212.1000000015,-0.04079740531733833
2010-10-01,42239875.87,17.55887525867425,0.06387425766867216,881361.4600000009,0.02108638967519738
2010-10-08,45102974.23,17.62445874974858,0.13314573397398077,2863098.3599999994,0.06558349107433159
2010-10-15,43149473.45,17.58018077263826,0.08588159352923141,-1953500.7799999937,-0.044277977110319
2010-10-22,43066669.519999996,17.578259926898532,0.08387818681602921,-82803.93000000715,-0.0019208457397290601
2010-10-29,43602830.95,17.59063263625727,0.09685039004626206,536161.4300000072,0.012372709358736245
2010-11-05,45781981.89,17.639401163163697,0.14957404244146,2179150.9399999976,0.04876852690642863
2010-11-12,46124800.83,17.646861342266863,0.15786840438549765,342818.9399999976,0.007460179103166098
2010-11-19,45125584.18,17.624959920350697,0.13369277232850307,-999216.6499999985,-0.02190142191616573
2010-11-26,65821003.24,18.002449543538937,0.6344098455076534,20695419.060000002,0.3774896231882394
2010-12-03,49909027.88,17.725712463796675,0.24942620697107976,-15911975.36,-0.27673707974226147
2010-12-10,55666770.39,17.8348939450046,0.38873239687561867,5757742.509999998,0.10918148120792281
2010-12-17,61820799.85,17.939750432954003,0.5376265850307758,6154029.460000001,0.10485648794940516
2010-12-24,80931415.6,18.209112632978368,1.0,19110615.749999993,0.2693622000243643
2010-12-31,40432519.0,17.51514494489496,0.020146008459852816,-40498896.599999994,-0.6939676880834078
2011-01-07,42775787.769999996,17.571482794171427,0.07684042362413823,2343268.769999996,0.05633784927646701
2011-01-14,40673678.04,17.521091709988056,0.025980751323933404,-2102109.7299999967,-0.05039108418337079
2011-01-21,40654648.03,17.520623730102894,0.02552032813162486,-19030.009999997914,-0.0004679798851618955
2011-01-28,39599852.99,17.49433596384408,0.0,-1054795.039999999,-0.02628776625881457
2011-02-04,46153111.12,17.647474929858735,0.15855336010002352,6553258.129999995,0.15313896601465515
2011-02-11,47336192.79,17.67278573612909,0.18717752999080228,1183081.6700000018,0.025310806270354647
2011-02-18,48716164.12,17.701521445097168,0.22056536347344258,1379971.3299999982,0.0287357089680782
2011-02-25,44125859.839999996,17.6025565594868,0.10950485692270795,-4590304.280000001,-0.09896488561036776
2011-03-04,46980603.74,17.665245388112893,0.17857420053637796,2854743.900000006,0.0626888286260936
2011-03-11,44627319.4,17.613856772063546,0.12163746281355503,-2353284.3400000036,-0.051388616049347746
2011-03-18,44872325.97,17.619331814585,0.12756529506881842,245006.5700000003,0.005475042521453588
2011-03-25,42876199.18,17.573827432272076,0.07926983600681226,-1996126.789999999,-0.04550438231292375
2011-04-01,43458991.19,17.587328320143946,0.09337024676309458,582792.0099999979,0.01350088787187076
2011-04-08,45887466.8,17.641702583278384,0.15212620605054816,2428475.6099999994,0.05437426313443794
2011-04-15,44973328.14,17.62158016401377,0.1300090006444592,-914138.6599999964,-0.020122419264613
2011-04-22,48676692.06,17.700710871022036,0.21961035336718426,3703363.920000002,0.07913070700826452
